id,order_id,reason_for_delay
1150,41672,Опасный груз
1151,47464,уже сформирован возврат
1152,48234,КТ5  поиск  ждём видео из МСК
1153,8726,Отправка в Норильск по четвергам (01.02)
1154,52984,Груз актуален. Получатель заберет груз 19.05.2024
1155,50540,"ВН	1556420480"
1156,43375,Во вложении опасный груз.
1157,29392,запрос операторам СЦ
1158,41242,Опасный груз
1159,12881,магистраль на Самару не выпускают несколько дней из за непогоды отправка ближайшей магистралью
1160,39996,Коллеги  добрый день  груз поступит не ранее июля  так как навигация еще закрыта.
1161,5006,+
1162,9372,Уведомляет вас о том  что в связи с ухудшением погодных условий  возможны задержки по срокам доставки.
1163,36536,ДД от ИМ https://secure.usedesk.ru/tickets/187856057
1164,32951,запрос по местоположению
1165,4417,Транзит во Внуково
1166,42143,Опасный груз
1167,20968,EF473588504RU
1168,54059,Запрос направлен коллегам по почте. Согласована доставка на 01.07.
1169,38177,смарт
1170,19084,Получатель заберет груз до 17.03
1171,34784,получатель заберет груз 06.05-07.05
1172,39990,"Коллеги  груз находится на СВХ Шереметьево-Карго по итогам файла инвентаризации от 05.06.24. Просьба при открытии СЗ указывать на данный факт. В случае сканирования после 05/06  информация будет не актуальна.	"
1173,6220,"19.01.2024 14:40:39	Готово к отправке в оф.-транзите	Ростов-на-Дону (СЦ (нет приема/выдачи груза))"
1174,37170,с-з в офис-отправитель.
1175,40836,Опасный груз
1176,21533,Транзит во Внуково
1177,18322,не отв
1178,36529,Груз разбит   переупакован и отправлен по ТС
1179,45768,Во вложении опасный груз  посылка будет отправлена наземно.
1180,37645,Статусы прихода на терминале Внуково карго проставлены по документам.
1181,39964,клиент не отвечает на звонки
1182,4460,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
1183,52309,вручен
1184,16954,изъятие 12.02
1185,48732,не отв
1186,38717,смарт
1187,38718,смарт
1188,34788,CN-IC-79
1189,49547,адрес не верный
1190,23667,ДЗНП 15/3 ЗАБОР НА 17/3
1191,45105,Груз выдан 03.06.2024
1192,10789,не отвечает
1193,8702,Не отвечает.
1194,42527,Опасный груз.
1195,39986,Статусы прихода на терминале Внуково карго проставлены по документам.
1196,45054,сз по 1554502298
1197,48219,https://secure.usedesk.ru/tickets/190604102
1198,37141,звонок получателю не проходит  сбрасывается
1199,53843,получатель заберет посылку 15 05
1200,34751,По информации от ИМ не был отгружен.
1201,39950,Коллеги  добрый день  груз поступит не ранее июля  навигация еще не закрыта.
1202,16992,не дозвонилась
1203,34800,ДД коллеги  получатель в больнице. 10.05 забирает.
1204,40377,Опасный груз
1205,37116,дд от им https://secure.usedesk.ru/tickets/185873957
1206,6267,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
1207,11482,Коллеги  груз прибыл в МСК на ТО от 07.08 ожидаем обработки в ближайшее время 
1208,12865,Не удается дозвониться до получателя.
1209,5656,с/з
1210,46670,получатель недоступен
1211,7460,Ожидаем прибытие ТС в течении суток  полутора. Задержка связана с погодными условиями.
1212,39138,смарт
1213,41290,Передано почтальону
1214,5058,приходили без доверенности
1215,17012,Истек срок хранения
1216,47238,придет сегодня
1217,38738,смарт
1218,38719,смарт
1219,17707,Перенос доставки по просьбе клиента.
1220,40000,автоответчик  заказ в постамат заложить не можем
1221,39982,Коллеги  добрый день  груз поступит не ранее июля  навигация еще не закрыта.
1222,37702,смарт
1223,6828,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
1224,50046,запрос
1225,34802,https://secure.usedesk.ru/tickets/186160638
1226,39089,Коллеги  добрый день  груз поступит не ранее июля  навигация еще не закрыта.
1227,43015,Посылка отстранена от авиаперевозки  во вложении опасный груз.
1228,16962,удачный прозвон
1229,43420,Посылка отстранена от авиаперевозки  во вложении опасный груз.
1230,42577,Опасный груз
1231,14941,не отвечает
1232,34803,https://secure.usedesk.ru/tickets/185920180
1233,39967,Коллеги  добрый день  груз поступит не ранее июля  навигация еще не закрыта.
1234,48014,Коллеги у складов временного хранения наблюдаются сбои в работе программного обеспечения СВХ. вопрос решается  средний срок от поступления на ТО до выпуска-отгрузки 5-6 дней. не считая накладных с пошлиной или доп запросом
1235,45804,Не отгружался ИМ https://secure.usedesk.ru/tickets/188299412 
1236,38669,В связи с погодными условиями доставка переносится на 26 04 24
1237,34130,https://secure.usedesk.ru/tickets/187613700
1238,35313,Висит в КТ  СЗ
1239,43866,Во вложении опасный груз.
1240,45454,https://secure.usedesk.ru/tickets/190112737
1241,45776,направила смс
1242,44282,Зависания в кт 2 
1243,41711,Опасный груз
1244,42119,В накладной 2 разных населённых пункта. СЗ в офис ЦФО для уточнения адреса доставки.
1245,42084,Обещали забрать 08.05
1246,43014,Во вложении опасный груз.
1247,48019,Отправка не состоялась  отправитель забрал груз
1248,48791,не отвечает
1249,47749,Получатель уведомлен об истечении срока хранения  ждем ответ
1250,54055,Получатель заберет груз 17.06.
1251,12188,сз по накладной 1514000831 
1252,39548,Заказ невозможно изьять утеря.
1253,49755,верный статус проставлен
1254,37180,Коллеги  добрый день  груз поступит не ранее июля  навигация еще не закрыта.
1255,43865,Опасный груз.
1256,17634,Посылка отстранена от авиаперевозки  во вложении опасный груз.
1257,52591,https://secure.usedesk.ru/tickets/187253004
1258,21530,ДД 15.03
1259,37693,Получатель не ответил на звонок
1260,8751,Во вложении опасный груз  посылка будет отправлена наземным транспортом.
1261,24282,Задержка со стороны перевозчика. Груз поступает частями (по несколько пломб из разных отгрузок)  в связи с эти спрогнозировать плановую дату поступления не можем. Актуальная информация о поступлении пломб указывается в проблемах встречи.
1262,37146,Согласовано платное хранение 
1263,34191,запрос на склад в сз
1264,46126,Не отгружался ИМ https://secure.usedesk.ru/tickets/188299412 
1265,35386,в работе у ЦФО
1266,45749,заберет самостоятельно
1267,37163,Заказ вручен  ДД в сканах
1268,45437,от доставки отказался
1269,14217,Истек срок хранения
1270,9445,ТС не поступала на склад  ожидаем прибытие в течении суток - двух. Связана с погодными условиями.
1271,52060,Расход. Инвентаризация.
1272,43804,Опасный груз.
1273,47245,сз по 1556554183
1274,21571,получатель отказался по телефону 
1275,46987,сз по 1551792545
1276,36551,https://secure.usedesk.ru/tickets/187251708
1277,40871,отправлено партнерами ЕМС почтой России  трек номер прошу отслеживать в разделе 3PL.
1278,38683,Коллеги  заказ находится на СВХ брокера ТАНАИС  по итогам файла инвентаризации от 15.06. Просьба при открытии СЗ на ТО  указывать данный факт. в случае сканирования после 15.06 данные будут не актуальны 
1279,37175,груз поступит не раньше конца июня. Навигация закрыта еще.
1280,22626,заберет  26.02
1281,20371,Заказ вручен. Накладная с подписью прикреплена к заказу. Из-за интервалов согласования статус сформируется только 11.03. 
1282,46073,Заберёт до 26.05
1283,48023,Отмена по запросу Авито
1284,35926,Груз на склад не поступал.
1285,45400,сз по 1554502298
1286,46448,инфо в сз
1287,8728,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
1288,22158,Транзит во Внуково
1289,38682,Отгружено по ТС в консолидации CN/81123/24507240  отгрузка SH/81123/24727223 без отображения в системе. Ожидайте. https://skrinshoter.ru/vPSGplg69iH?a
1290,22634,номер не отвечает
1291,37161,Коллеги  добрый день  груз поступит не ранее июля  навигация еще не закрыта.
1292,45731,Ожидаем возврат от ИМ
1293,49280,Согласована дата забора на 02.07
1294,42155,Опасный груз
1295,20314,Статус проставлен по просьбе ИМ. По всем вопросам клиенту необходимо обратиться напрямую в интернет магазин. https://secure.usedesk.ru/tickets/175686807
1296,40445,Опасный груз
1297,39143,кт7 получатель заберет 08.06
1298,32985,груз на обрешетке
1299,23666,Расход. Не физическая операция
1300,47752,клиент не доступен
1301,53662,сз
1302,34152,Не отвечают на телефон.
1536,34881,Запрос ЗМ 
1537,22213,ПВЗ забирает груз самостоятельно  раз в неделю. Плановая отправка по ТС 13.03
1538,36017,Коллеги  добрый день  груз поступит не ранее июля  навигация еще не закрыта.
1539,55385,заберут до 29.06 вкл.
1540,21016,ДД
1541,35479,Заберут 03.05
1542,10918,https://secure.usedesk.ru/tickets/172291235
1543,40928,Ориентировочная дата прибытия в РФ  тп Шереметьево  Москва 21-22.06.24
1544,26191,1530946900 груз отправлен по накладной 
1545,37225,трубку не берет
1546,43895,Клиент заберет сегодня 28.06.24
1547,59216,доп номера нет.
1548,4489,Транзитная консолидация CN/269/971352 согласно журналу складских остатков отправлена с Новосибирска 21.01 без добавления пломбы в отгрузку.
1549,43923,с-з
1550,41328,отказ
1551,42601,Не отгружался ИМ https://secure.usedesk.ru/tickets/188299412 
1552,8107,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
1553,10175,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
1554,56143,Запрос
1555,33614,не отвечает на звонки
1556,54690,+
1557,9506,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
1558,21031,груз заберут 15.03.24  не отправлять на возврат
1559,32436,Поиск заказа
1560,54215,Со стороны офис отправителя в реестре не были предоставлены паспортные данные клиентов
1561,46508,вручено
1562,33063,https://secure.usedesk.ru/tickets/187522934
1563,58358,в отгрузке с Краснодара SH/435/7378871   некорректная история заказа
1564,10228,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
1565,32447,По информации от ИМ не был отгружен.
1566,39239,Опасный груз
1567,52141,Коллеги  груз прибыл в РФ от 23.04. статусы на ТО  должны сменится 25.06 
1568,34810,Трек-номер EMS ED246523154RU. Груз вручен 01.07 в г.получателе. 
1569,38291,https://secure.usedesk.ru/tickets/186046945
1570,10197,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
1571,34234,https://secure.usedesk.ru/tickets/183256201
1572,11586,ожидаем поступление 16-17.02
1573,48850,Недозвон 
1574,13600,груз не поступил  отсутствует на складе перевозчика
1575,54449,Выдача DE/3028195/107138 от 29.06.2024 скан 10005975801
1576,19147,заберет 14-15 марта
1577,54109,СПИСАНО СО СКЛАДА
1578,59141,https://secure.usedesk.ru/tickets/193212649 
1579,48558,Посылка отстранена от авиаперевозки  во вложении опасны йгруз.
1580,5122,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
1581,36645,смарт
1582,18464,
1583,56278,-
1584,56514,"забирает по понедельникам средам и пятницам	"
1585,54284,Срок хранения на складе
1586,32461,Клиент может забрать заказ 23.05 
1587,44783,Частичная доставка  неврученная позиция является услугой ( доставка )
1588,38814,задержки отправок из Калининграда  в связи с понижением стоимости безпошлинного ввоза и временной отмены паромной переправы Ориентировочные сроки отправки в течении 2-3 месяцев
1589,43027,"ВН	1556438200"
1590,36672,смарт
1591,40488,Возврат по запросу ИМ.
1592,39636,Во вложении опасный груз.
1593,21647,Заказ передан партнерам для доставки в отдаленные районы. Доставка получателю в течение недели до 17.03. ДД проставляем после предоставления партнером накладной с подписью получателя. 
1594,36641,Клиент забрала груз 29.05
1595,38311,верный нп Причальный  см СЗ
1596,21048,Отправление EMS из Надыма
1597,35466,Возврат отправлен по новой накладной 10006167950
1598,59286,Получатель фактически находится в г.Киров.  Кировской области. При созвоне с ним отказался от груза  не актуален. 
1599,56323,https://secure.usedesk.ru/tickets/193392306 
1600,36068,смарт
1601,15691,перевозчик привозит груз частями  пломба 8878031104 на склад Мокрова 28а не поступила  ожидаем инфо от перевозчика до 12.03
1602,35440,Коллеги  добрый день  груз поступит не ранее июля  так как навигация еще закрыта.
1603,52401,забор 30.06
1604,41344,Возврат по запросу ИМ.
1605,39194,Опасный груз
1606,36602,Планируемая дата встречи: 09.05.2024 15:00
1607,33669,https://secure.usedesk.ru/tickets/187004014
1608,10184,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
1609,40953,возвращен по 10004814253
1610,10911,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
1611,58495,заказ вручен 16 06 2024
1612,36673,смарт
1613,23237,актуално до 23.02
1614,50905,Планируемая дата встречи: 28.06.2024
1615,4546,"18.01.2024 09:04	Готово к отправке в оф.-транзите"
1616,38776,консолидация отгружена без отображения в программе  номер отгрузки SH/81123/24962399 плановая дата встречи 03.05.2024 06:00
1617,39210,наземный тариф согласован
1618,36040,СБРОСИЛ ТРУБКУ
1619,18425,ДД
1620,47085,доставка ЕМС EF502198809RU
1621,36016,Коллеги  добрый день  груз поступит не ранее июля  так как навигация еще закрыта.
1622,17785,Вылет в Баку план 10.03
1623,37757,Коллеги  добрый день  груз поступит не ранее июля  навигация еще не закрыта.
1624,35473,Коллеги  добрый день  груз поступит не ранее июля  так как навигация еще закрыта.
1625,38282,написано сз   закрепленному о продление сх 
1626,14288,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
1627,54485,Проблемный адрес: некорректная ТС  некорректный адрес  некорректный тариф.
1628,9514,Доставка строго в магазин.Необходим скан с подписью(допускается подпись от клиента на печати доставки/курьерский лист ) НЕ принимается подпись на маркировке ИМ.При необходимости звонить по номеру  который указан в накладной СДЭК а не на пакете
1629,49108,заказ отправлен в числе консолидации CN/259/3843576 под номером отгрузки SH/259/3838374 27.06.2024
1630,36015,Коллеги  добрый день  груз поступит не ранее июля  так как навигация еще закрыта.
1631,34867,https://secure.usedesk.ru/tickets/185753722
1632,18467,Отмена по запросу Авито 
1633,32474,клиент обещал подьехать 14-15  06 2024
1634,33056,Отправлено в оф.-получатель
1635,17786,Сведения о паспортных данных некорректны  либо паспорт не действителен (предоставить скан паспорта)
1636,18437,Запрошены документы и сведения  необходимые для выпуска отправления в свободное обращение. В случае непредоставления необходимых для ТО данных заказ будет оформлен на убытие в страну отправк
1637,39662,получатель заберёт груз 18.05.2024
1638,14344,г.получателя забирает груз самостоятельно 
1639,55103,Груз не поступил на склад Тюмени
1640,26171,+
1641,52404,Коллеги  партия поступила на СВХ от 25.06. В ближайшее время статусы по накладной  сменятся на таможенное оформление
1642,53137,большое скопление груза на данное направление. Отправка в течение двух дней
1643,48365,Не удалось  зафиксировать нарушение через ЭК5
1644,43910,Опасный груз
1645,36009,задержки отправок из Калининграда  в связи с понижением стоимости безпошлинного ввоза и временной отмены паромной переправы Ориентировочные сроки отправки в течении 2-3 месяцев
1646,45818,сз
1647,58069,в пути 01.07
1648,35414,https://secure.usedesk.ru/tickets/186356012
1649,40455,Вручено Пальчак 01.06.24
1650,43502,Поиск заказа
1651,48875,не дозвон
1652,36615,забор груза соглс до 17 июня вкл
1653,38245,Получатель не отвечает
1654,54257,ЗАПРОС ЦФО
1655,11539,Сведения о паспортных данных некорректны  либо паспорт не действителен (предоставить скан паспорта)
1656,52700,Бала в транзите  сейчас не у нас  выдана с СЦ на доставку
1657,59883,Получатель принимает по вторникам и четвергам.
1658,12972,Транзит во Внуково
1659,35419,https://secure.usedesk.ru/tickets/185752597
1660,14292,Задержки в пути   ждем на тп Пулково Спб. ориентировочно после 20.02.24
1661,43068,поиск   работа  в сз 
1662,18420,получатель просит доставить груз после 20.03  нет денег
1663,36064,Коллеги  данный заказ находится на СВХ  согласно файлу инвентаризации от 28.05
1664,57596,Ориентировочная дата прибытия в РФ  тп Шереметьево  Москва 21-22.06.24
1665,36636,Груз фактически на складе.
1666,6339,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
1667,10200,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
1668,15677,отправлено через ЕМС почта России
1669,5140,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
1670,16353,Опасный груз
1671,36609,смарт
1672,37255,смарт
1673,54350,вручен 14.06
1674,34256,https://secure.usedesk.ru/tickets/187855442
1675,36000,Коллеги  добрый день  груз поступит не ранее июля  навигация еще не закрыта.
1676,10907,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
1677,15738,заберет 
1678,43521,Номер не обслуживается
1679,41369,ДЗНП
1680,53088,согласован с им 
1681,51938,EF499065164RU
1682,15004,запрос на почту цфо
1683,49082,https://secure.usedesk.ru/tickets/193307185
1684,57359,https://secure.usedesk.ru/tickets/193316416
1685,59534,Получатель заберёт 28.06.2024
1686,59402,коробка помятая
1687,33694,https://secure.usedesk.ru/tickets/187577528
1688,36638,смарт
1689,12254,-
1690,56390,инфо в с-з
1691,38251,Получателя на адресе не было согласован самозабор
1692,58372,клиент заберет заказ в ближайшие пару дней
1693,15020,в ПВЗ не поступил (см.проблему встречи)
1694,57791,Клиент заберет до 01.07
1695,36031,Заберет 19.05
1696,36610,смарт
1697,16422,Необходимо предоставить скан паспорта  ИНН в срок до 07.03
1698,57538,в консолидации CN/435/7404438
1699,59084,груз движется по тс согласно срокам
1700,54508,Складские операции по инвентаризации приход  расход
1701,16351,Самозабор 15 марта
1702,4500,Не поступал 
1703,39232,груз будут забирать с сц
1704,36077,Фактически вручен
1705,38817,груз отправлен через партнеров EMS Почта России/EF491978055RU
1706,36072,получатель недоступен
1707,35426,заказ отправлен 
1708,18468,Заберут 14.03
1709,15723,Транзит во Внуково
1710,8819, груза в офисе нет  получатель не берет трубку.
1711,50127,Во вложении акб  наземки в Анадырь нет. Сформируйте возврат.
1712,33080,клиент заберет посылку до 30.04.2024
1713,54410,Груз курьер вручил. Ожидаем проставления верного конечного статуса
1714,52434,х6  проинформировала
1715,6349,Не поступал 
1716,39178,"Коллеги  груз находится по итогам инвентаризации от 05.06.2024 у брокера ""Таможенный Портал"". "
1717,43033,Груз заберут завтра 26 05
1718,52418,-
1719,39189,Опасный груз.
1720,49335,"отправка в понедельник  среду  пятницу	"
1721,59164,Отправка согласно графика и ТС 27.06.24
1722,54259,пл. 4436580135  сз по 10003751090 - сроки отправки - Отправки осуществляются Вт  Чт  Сб  (Жду отправки в Четверг 27.06)
1723,21053,поступило 1 место из 2
1724,56649,ДД вручено  расход со склада есть.
1725,37723,Коллеги  добрый день  груз поступит не ранее июля  навигация еще не закрыта.
1726,37260,нет ответа от получателя
1727,55901,Коллеги  партия поступила на СВХ от 25.06. В ближайшее время статусы по накладной  сменятся на таможенное оформление
1728,49602,https://secure.usedesk.ru/tickets/193352691
1729,38764,Консоль CN/81123/25089102 была отправлена в Красноярск без отображения в программе  номер отгрузки SH/81123/25094418. Видео отгрузки: https://skrinshoter.ru/vPaU7kO3daD .
1730,33057,Коллеги  заказ находится на СВХ брокера ТАНАИС  по итогам файла инвентаризации от 15.06. Просьба при открытии СЗ на ТО  указывать данный факт. в случае сканирования после 15.06 данные будут не актуальны 
1731,59506,Заберет завтра
1732,8081,Клиент отсутствует в городе. Заберет 16.03.
1733,38778,Коллеги  добрый день  груз поступит не ранее июля  навигация еще закрыта.
1734,8804,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
1735,43906,оплачен наличными 
1736,38798,Груз подан на ТО  ожидаем решение таможни
1737,46525,Заказ был возвращен по накладной 10007566248 
1738,58660,Встреча проставлена ошибочно. Груз не поступал
1739,14278,7 марта
1740,39182,Получатель на связь не выходит  перенесли доставку на 24.04 по инициативе продавца
1741,53274,не отвечает
1742,36639,смарт
1743,50924,Поступил в ИМ на возврат сверх акта 02.07 https://secure.usedesk.ru/tickets/193569086
1744,12238,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
1745,35399,https://secure.usedesk.ru/tickets/186332533
1746,14994,Понедельник включительно  клиент сам позвонил и попросил не отправлять обратно  обязательно заберет посылку
1747,14995,инфо в сз
1748,20457,Получатель заберет груз 15.03.2024
1749,33655,https://secure.usedesk.ru/tickets/186156378
1750,17787,Коллеги  груз задержан на ТО Казахстан  по причине ШК без данных о получателе на заказах. Вопрос на урегулирование. Сроки озвучим чуть позже 
1751,22218,Покинуло сортировочный центр
1752,49859,Складские операции по КТ. Приход  расход.
1753,36041,Заберут 08.07
1754,19822,от доставки отказался
1755,59133,Коллеги  груз прибыл в РФ от 23.04. статусы на ТО  должны сменится 25.06 
1756,38785,не отвечает 
1757,6295,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
1758,39642,груз будут забирать с сц
1759,30062,номер заявки TRAN-9851
1760,38244,https://secure.usedesk.ru/tickets/188011686
1761,23275,Расход. Не физическая операция
1762,40904,не отгружался ИМ  https://secure.usedesk.ru/tickets/188853004 
2003,4261,Заказ передан партнерам для доставки в отдаленные районы. Доставка получателю в течение недели до 17.03. ДД проставляем после предоставления партнером накладной с подписью получателя. 
2004,32148,Опасный груз
2005,11258,Груз вручен  статус в КТ не подтягивается
2006,30880,не отвечает
2007,36313,Во вложении опасный груз.
2008,37431,не дозвонились
2009,2880,Не предоставлены документы и сведения (скан паспорта  ИНН)
2010,35137,Покинуло сортировочный центр
2011,30342,Посылка отстранена от авиаперевозки  во вложении опасный груз.
2012,52224,ДД по запросу ИМ
2013,32150,Во вложении опасный груз.
2014,39827,https://secure.usedesk.ru/tickets/193795825
2015,42412,заберут 23.05
2016,41100,Коллеги  партия прибыла в МСК 23.05. Будят принята на ТО 24-25.05
2017,51526,им дд
2018,1876,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
2019,30938,ифно в с-з
2020,28643,Коллеги  добрый день  груз поступит не ранее июля  навигация еще не закрыта.
2021,29724,смарт
2022,25860,07.05.2024 09:00-18:00
2023,1179,Получателю не удобно получить сегодня груз. Доставка на 12.01 
2024,3253,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
2025,29157,Клиент заберёт груз до 30.05 включительно  находится в отъезде.
2026,44867,не дозвонились до получателя
2027,31486,истёк срок возврата в утиль (на перепродажу)
2028,36322,Опасный груз
2029,9848,Отправка согласно с  в понедельник.
2030,50688,коллеги  по данному грузу не был предоставлен реестр  от отправителя. вопрос решается 
2031,50961,не дозвон сз
2032,27681,https://secure.usedesk.ru/tickets/186434845
2033,30297,абонент не берет трубку
2034,11261,Задержка со стороны перевозчика. Груз поступает частями (по несколько пломб из разных отгрузок)  в связи с эти спрогнозировать плановую дату поступления не можем. Актуальная информация о поступлении пломб указывается в проблемах встречи. 
2035,36272,Опасный груз.
2036,31481,заявка на обнуление стоимости накладной
2037,36312,Во вложении опасный груз.
2038,29745,смарт
2039,25883,Отгружен как излишек в ИМ Акт № 184772 от 28.06.2024
2040,24015,груз не привезли в Тогучин
2041,7292,сз по 1524718975
2042,38941,Отказ от получения.
2043,28686,смарт
2044,35127,Во вложении опасный груз.
2045,32692,EF482467645RU
2046,16766,не поступал
2047,36321,Коллеги  добрый день  груз поступит не ранее июля  так как навигация еще закрыта.
2048,27051,груз утилизирован 
2049,52750,https://secure.usedesk.ru/tickets/186291891
2050,25266,Перенос доставки на 14 дней по инициативе клиента.
2051,48456,Расход. Инвентаризация.
2052,40645,Утилизация по согласованию с ИМ
2053,39775,дд от им https://secure.usedesk.ru/tickets/190733983
2054,41130,Зависание в КТ 11. Расходован со склада. 
2055,32115,Опасный груз
2056,43272,самовывоз
2057,11226,груз отправлен по тс
2058,34517,Во вложении опасный груз.
2059,2169,Коллеги  груз должен прилететь в МСК 06.02. податься на ТО 06-07.02
2060,28162,Коллеги  добрый день  груз поступит не ранее июля  так как навигация еще закрыта.
2061,44926,Заявка создана.
2062,47105,https://secure.usedesk.ru/tickets/198765543
2063,40206,получатель заберет груз 24 06
2064,28158,Коллеги  добрый день  груз поступит не ранее июля  так как навигация еще закрыта.
2065,35071,Опасный груз.
2066,10547,Вручено 15 марта
2067,51473,заказ выдан
2068,49700,выведена со склада
2069,36936,Опасный груз.
2070,48937,https://secure.usedesk.ru/tickets/187703518
2071,32117,Передано почтальону
2072,31512,Груз отправлен партнерами EMS почтой России в г-получателя. Трек- номер для отслеживания можно посмотреть в разделе 3pl или в истории заказа в основной информации.
2073,36935,Во вложении опасный груз.
2074,6049,ПВЗ забирает груз самостоятельно  раз в неделю. Плановая отправка по ТС 13.03
2075,52041,ДД от ИМ https://secure.usedesk.ru/tickets/187368881
2076,35128,Опасный груз.
2077,52217,им дд
2078,32699,Опасный груз
2079,34463,Опасный груз
2080,44481,Возврат дубля по 10007566248
2081,31517,кт1
2082,3243,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
2083,27098,https://secure.usedesk.ru/tickets/186116874
2534,31710,заберет до 15.03
2535,20289,Запрошены документы и сведения  необходимые для выпуска отправления в свободное обращение. В случае непредоставления необходимых для ТО данных заказ будет оформлен на убытие в страну отправк
2536,14863,Заказ передан партнерам для доставки в отдаленные районы. Доставка получателю в течение недели до 17.03. ДД проставляем после предоставления партнером накладной с подписью получателя. 
2537,19642,груз на пвз
2538,7333,+
2539,17594,ОШИБОЧНОЕ СКАНИРОВАНИЕ. ДД НЕ ПРОСТАВЛЯТЬ!! ИМ СДАСТ СВОЙ ГРУЗ В ТЕЧЕНИЕ НЕДЕЛИ НА МСК. ЕСЛИ БУДЕТ ДД  ТО ГРУЗ НЕ СМОГУТ ОТСКАНИРОВАТЬ.
2540,19652,согласован забор на 16.03
2541,12082,ожидаем поступление 16-17.02
2542,20889,Доставка 01.03  по просьбе клиента
2543,34095,ДД 01.05.24
2544,35872,Коллеги  добрый день  груз поступит не ранее июля  так как навигация еще закрыта.
2545,23642,поздний приход на ПВЗ
2546,9319,Полка АХ
2547,38650,Коллеги  добрый день  груз поступит не ранее июля  так как навигация еще закрыта.
2548,22031,нет ответа
2549,10702,загрузка в Финляндии 24.01.24  ориентировочная дата прибытия на тп Пулково  Спб. 27-28.01.24  далее перетранзит до тп Внуково  Москва  ориентировочная дата прибытия 31.01.24
2550,34665,+
2551,37565,смарт
2552,21498,забор 16 03
2553,19002,Зависание в КТ11. Проставлен расход.
2554,12085,ПБ на проверке
2555,35849,КТ9. Груз отправлен в отгрузке SH/81123/25014361. Планируемая дата встречи 01.06.
2556,37065,смарт
2557,35900,Коллеги  добрый день  груз поступит не ранее июля  так как навигация еще закрыта.
2558,33497,https://secure.usedesk.ru/tickets/186677153
2559,14847,7КТ  СЗ
2560,9992,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
2561,13485,Транзит во Внуково
2562,14178,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
2563,18988,Запрошены документы и сведения  необходимые для выпуска отправления в свободное обращение. В случае непредоставления необходимых для ТО данных заказ будет оформлен на убытие в страну отправк
2564,15501,Заказ передан партнерам для доставки в отдаленные районы. Доставка получателю в течение недели до 17.03. ДД проставляем после предоставления партнером накладной с подписью получателя. 
2565,4301,ТС с указанным заказом не поступала на склад  ожидаем прибытие в течении суток - двух. Связана с погодными условиями.
2566,35910,смарт
2567,38113,Посылка отстранена от авиаперевозки  во вложении опасный груз.
2568,32888,"возвращен отправителю. номер вв и вз см в разделе ""разное"""
2569,6137, груза в офисе нет  получатель не берет трубку.
2570,34709,возвращен 
2571,22028,Опасный груз
2572,37062,Доставка будет 21 05
2573,37595,Коллеги  добрый день  груз поступит не ранее июля  так как навигация еще закрыта.
2574,31675,неправильно оформленная заборная накладная
2575,18319,трубку не берет
2576,8652,Машина находиться под Ижевском  трасса М7 перекрыта  встреча проставлена ошибочно  груз не поступал
2577,7353,Направлен по 1532541660  ВВ не создается. 
2578,20286,Истек сх  получатель не отвечает
2579,38077,смарт
2580,11411,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
2581,35896,Коллеги  добрый день  груз поступит не ранее июля  навигация еще не закрыта.
2582,20897,Коллеги  у перевозчика имеются задержки в бронировании рейсов. Груз должен приземлиться во Внуково на ТО 10-12.03 Статусы по накладной должны обновиться 12-13.03
2583,7373,Задержка тс  перекрытие дороги. 
2584,6160,Коллеги груз должен прибыть на ТО Бобровники приблизительно 09-12.02
2585,9308,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
2586,37570,30.04.2024 4:07
2587,34089,https://secure.usedesk.ru/tickets/185888044
